"id","latitude","longitude","price","accommodates","room_type","host_id"
"14725727",-3.71326014626314,40.4301774514944,17,1,"Private room","airbnb42286898"
"13522183",-3.71411845798711,40.4300646255964,46,7,"Entire home/apt","airbnb33117108"
"16446427",-3.71339660369155,40.4281681519857,80,4,"Shared room","airbnb35224923"
"16446509",-3.71376383786847,40.4290589825373,67,2,"Private room","airbnb35224923"
"19585713",-3.71423671544341,40.4289816176775,23,1,"Private room","airbnb83012478"
"19385262",-3.71519577213561,40.4277804749184,35,2,"Entire home/apt","airbnb95851748"
"18178077",-3.71505880197086,40.4294098577928,45,1,"Private room","airbnb125152859"
"18178412",-3.71681431967444,40.4301774213149,67,2,"Private room","airbnb125152859"
"18491201",-3.71711603843189,40.4282322940847,40,6,"Entire home/apt","airbnb33117108"
"14037978",-3.71757787288088,40.4289312037042,25,1,"Private room","airbnb83012478"
