id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price,name,img
onlyap562759,https://www.only-apartments.es/_/562759,-3.71215,40.41085,2017-11-30 19:56:38.185000,2018-04-15 02:27:58.484000,onlyap562759,Apartamento,,4,,1,,Apartamento CENTRO ALMUDENA Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/21/87/70/20001574708721-65e143d5-0b40-49a9-9e7a-cb2c2fbb9a12.jpg
onlyap908536,https://www.only-apartments.es/_/908536,-3.71207340000001,40.4110407,2018-03-31 17:54:22.584000,2018-04-15 01:38:19.285000,onlyap908536,Apartamento,,4,1,2,,Apartamento Carrera San Francisco City Center Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/89/44/30/20001576304489-226bfda6-8456-485e-b973-e309611d8e56.jpg
onlyap752278,https://www.only-apartments.es/_/752278,-3.7106281576721,40.411207938121,2018-03-31 17:54:26.004000,2018-04-15 02:02:06.061000,onlyap752278,Apartamento,,3,,1,,Apartamento M (HUM4) Apartamento Mercado de la Cebada- La Lati Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/30/8/70/20001575700830-03b89b39-719a-4ea8-89d5-5a4a8b4beaeb.jpg
onlyap674327,https://www.only-apartments.es/_/674327,-3.71063232421875,40.41121692106477,2018-03-31 17:55:27.546000,2018-04-14 20:55:12.494000,onlyap674327,Apartamento,,8,,4,,Apartamento The Latina III Apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/84/78/22/20001575227884-26929506-debb-4af1-86c5-4591fa0bcfdb.jpg
onlyap674492,https://www.only-apartments.es/_/674492,-3.71063232421875,40.41121692106477,2018-03-31 17:55:27.547000,2018-04-14 21:08:08.105000,onlyap674492,Apartamento,,8,,4,,Apartamento The Latina XII apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/49/80/22/20001575228049-85743808-74ef-4806-8618-d5d1d8c31b08.jpg
onlyap752465,https://www.only-apartments.es/_/752465,-3.7106621,40.4124586,2018-03-31 17:54:22.589000,2018-04-15 01:52:55.291000,onlyap752465,Apartamento,,4,,2,,Apartamento Charming Exclusive La Latina Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/42/25/70/20001575702542-a39f68c1-4995-42fa-9425-b5b9a987ac99.jpg
onlyap674323,https://www.only-apartments.es/_/674323,-3.713933,40.412532,2018-03-31 17:55:09.507000,2018-04-14 18:50:16.880000,onlyap674323,Apartamento,,6,,2,,Apartamento The Bailen I apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/80/78/22/20001575227880-e1c631a8-6d90-4dcf-8d09-b898d0ef05d4.jpg
onlyap749513,https://www.only-apartments.es/_/749513,-3.71352160000004,40.4105613,2018-03-31 17:54:36.973000,2018-04-15 03:01:23.227000,onlyap749513,Apartamento,,6,1,2,,Apartamento Sweet Inn Apartment - San Francisco Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/13/7/67/20001575670713-fff2071c-b592-475e-8344-640335039f5d.jpg
onlyap685899,https://www.only-apartments.es/_/685899,-3.7150277000001,40.411144,2017-11-30 19:56:38.185000,2018-01-04 15:16:33.414000,onlyap685899,Apartamento,,6,,2,,"Apartamento Alterhome, Jerte Madrid",https://lh3.googleusercontent.com/GUuDz_fP8Zv3a8_e1Py21f5h4gan5ViokJjvcv8oqitsnp9I8cTf8dNJgJ4YJC3PiWAs1B3Mi4bD837Qg9G9vAItUaQ1QyLmjEo=s1045
onlyap718948,https://www.only-apartments.es/_/718948,-3.7148407,40.4115104,2017-11-30 19:56:38.185000,2018-04-15 01:36:30.488000,onlyap718948,Apartamento,,4,,2,,Apartamento Latina Palace - MADFlats Collection Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/64/81/44/20001575448164-646fdf06-48b8-47bd-a226-476f8b0fe8f2.jpg
onlyap749519,https://www.only-apartments.es/_/749519,-3.714430499999935,40.4118133,2018-03-31 17:54:22.584000,2018-04-15 01:35:53.170000,onlyap749519,Apartamento,,4,,1,,Apartamento Sweet Inn Apartment - Don Pedro 3C Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/19/7/67/20001575670719-10df8bd4-d98a-4175-a8a0-4131e05eb3c5.jpg
onlyap749527,https://www.only-apartments.es/_/749527,-3.71443049999993,40.4118133,2018-03-31 17:54:22.588000,2018-04-15 01:50:58.152000,onlyap749527,Apartamento,,4,,1,,Apartamento Sweet Inn Apartments - Don Pedro 4B Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/27/7/67/20001575670727-20ea5710-19c1-44c9-8bb8-efb793c80b3f.jpg
onlyap749524,https://www.only-apartments.es/_/749524,-3.71443049999993,40.4118133,2018-03-31 17:54:40.512000,2018-04-15 03:33:22.559000,onlyap749524,Apartamento,,5,,2,,Apartamento Sweet Inn Apartments - DON PEDRO 1B Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/24/7/67/20001575670724-05b3eb6d-d70a-4f88-8a04-b5f50c22e9ba.jpg
onlyap743066,https://www.only-apartments.es/_/743066,-3.7152689,40.4122476,2018-03-31 17:54:22.584000,2018-04-15 01:38:12.970000,onlyap743066,Apartamento,,4,,2,,Apartamento Sweet Inn Apartment - Redondilla Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/6/68/61/20001575616806-6ee04a40-0943-47a8-8f75-11b224e8683f.jpg
onlyap743070,https://www.only-apartments.es/_/743070,-3.7166192,40.4118174,2018-03-31 17:54:22.584000,2018-04-15 01:37:17.404000,onlyap743070,Apartamento,,2,,1,,Apartamento Sweet Inn Apartment - Don Pedro 5A Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/11/68/61/20001575616811-0b36ba45-e389-4cd2-beb8-61627b228aca.jpg
onlyap749548,https://www.only-apartments.es/_/749548,-3.7166192,40.4118174,2018-03-31 17:54:43.979000,2018-04-15 03:45:18.423000,onlyap749548,Apartamento,,5,,2,,Apartamento Sweet Inn Apartments - Don Pedro 3B Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/48/7/67/20001575670748-c1c39d8f-852c-4e06-9a08-a8444a400656.jpg
onlyap908107,https://www.only-apartments.es/_/908107,-3.7166192,40.4118133,2018-03-31 17:54:22.583000,2018-04-15 01:34:03.333000,onlyap908107,Apartamento,,4,,1,,Apartamento Sweet Inn Apartments - Don Pedro 4A Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/87/18/30/20001576301887-27423456-512b-4c50-93ee-ae06b88c780b.jpg
onlyap699535,https://www.only-apartments.es/_/699535,-3.7176335,40.4105141,2017-11-30 19:56:38.186000,2018-01-04 15:28:39.906000,onlyap699535,Apartamento,,4,,1,,Apartamento DOBO ROOMS RONDA DE SEGOVIA Madrid,https://lh3.googleusercontent.com/OvVoKS4YmsWeskzY7n0WyvleCOi147punpAWEr5ekrfTGAieEhyvXkThFGvJi4z7mo7QH7RUBliB4E7OeT6ZHa7B-abbIg5GQCQ=s1042
onlyap403074,https://www.only-apartments.es/_/403074,-3.72479,40.41194,2017-11-30 19:56:38.186000,2018-04-14 22:12:11.516000,onlyap403074,Apartamento,,4,40,1,,Apartamento EL MIRADOR DE GOYA Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/58/69/66/20001573666958-c74880dc-befb-4ce7-9ea1-681d4cac9e49.jpg
onlyap494680,https://www.only-apartments.es/_/494680,-3.72951,40.40536,2018-03-31 17:55:23.405000,2018-04-14 20:38:21.955000,onlyap494680,Apartamento,,8,,3,,Apartamento SKYLINE MADRID Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/30/85/22/20001574228530-e3aca791-f185-4e69-98e5-128a868dc3d5.jpg
onlyap649690,https://www.only-apartments.es/_/649690,-3.7305105000000367,40.4258111,2017-11-30 19:56:38.186000,2018-04-14 16:00:43.981000,onlyap649690,Apartamento,,6,1,3,,Apartamento Toprent Comandante Fortea Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/90/96/64/649690-506a4d44-1c1f-4490-88e9-399cae52f674.jpg
onlyap749800,https://www.only-apartments.es/_/749800,-3.716237,40.434298,2018-03-31 17:55:14.200000,2018-04-14 19:30:00.181000,onlyap749800,Apartamento,,7,,3,,Apartamento The Chamberi Place apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/24/47/67/20001575674724-59235d71-0fe5-4a77-8f7a-47e5ae472f86.jpg
onlyap737414,https://www.only-apartments.es/_/737414,-3.7153154232788,40.441000547193,2018-03-31 17:54:10.131000,2018-04-15 00:42:20.329000,onlyap737414,Apartamento,,4,,1,,Apartamento M (FSA15) Lujoso apartamento Chamberi Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/27/73/57/20001575577327-620f47ea-0bf2-48dc-9a68-ac2f038de275.jpg
onlyap532586,https://www.only-apartments.es/_/532586,-3.7051084,40.4530548,2017-11-30 19:56:38.186000,2018-04-15 02:29:24.449000,onlyap532586,Apartamento,,4,,1,,Apartamento M (CAS28) Coqueto Duplex Reformado Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/81/68/53/20001574536881-cdd7ae92-3e86-44c7-b3a1-d264584e7b53.jpg
onlyap649522,https://www.only-apartments.es/_/649522,-3.7112009525299072,40.43708335502959,2018-03-31 17:54:43.979000,2018-04-15 03:49:07.598000,onlyap649522,Apartamento,,5,,3,,Apartamento The Arguelles Apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/21/91/5/20001575059121-5c1db532-1717-4e93-a98b-49baf3e91ab7.jpg
onlyap716951,https://www.only-apartments.es/_/716951,-3.71162960000004,40.4354957,2018-03-31 17:54:06.907000,2018-04-15 00:24:56.329000,onlyap716951,Apartamento,,4,,1,,Apartamento Blasco de Garay City Center C Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/93/50/43/20001575435093-ecc7deca-7f9c-4e7e-8d6f-666651acff53.jpg
onlyap716950,https://www.only-apartments.es/_/716950,-3.71162960000004,40.4354957,2018-03-31 17:54:06.908000,2018-04-15 00:28:13.847000,onlyap716950,Apartamento,,4,,1,,Apartamento Blasco de Garay City Center B Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/92/50/43/20001575435092-9a75f349-02a5-4fe6-9078-d3d3f6341af8.jpg
onlyap716949,https://www.only-apartments.es/_/716949,-3.71162960000004,40.4354957,2018-03-31 17:54:10.130000,2018-04-15 00:39:06.774000,onlyap716949,Apartamento,,4,,1,,Apartamento Blasco de Garay City Center A Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/91/50/43/20001575435091-d2fef18a-50ae-4c48-8df2-6688e0a9319f.jpg
onlyap674519,https://www.only-apartments.es/_/674519,-3.7068209,40.4354163,2018-03-31 17:54:40.510000,2018-04-15 03:19:26.341000,onlyap674519,Apartamento,,5,,2,,Apartamento The Chamberi II apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/76/80/22/20001575228076-4e2b76cb-1591-4112-80a0-652e05fc6208.jpg
onlyap674593,https://www.only-apartments.es/_/674593,-3.704246,40.431056,2018-03-31 17:55:09.509000,2018-04-14 19:02:04.403000,onlyap674593,Apartamento,,6,,2,,Apartamento The Chamberi V apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/51/81/22/20001575228151-cf3d7abe-96b4-4a68-af54-787e68acbcb0.jpg
onlyap511108,https://www.only-apartments.es/_/511108,-3.706304300000056,40.4285587,2017-11-30 19:56:38.186000,2018-04-14 19:09:26.319000,onlyap511108,Apartamento,,5,1,1,,Apartamento Atico Duplex 1 Dormitorio (5 Pax) Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/8/11/51/511108-2a889145-bd2f-42d7-8ad8-56da4f5bfdab.jpg
onlyap511109,https://www.only-apartments.es/_/511109,-3.706304300000056,40.4285587,2017-11-30 19:56:38.186000,2018-04-14 22:39:54.779000,onlyap511109,Apartamento,,4,1,1,,Apartamento Apartamento 1 Dormitorio con Terraza (4 pax) Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/9/11/51/511109-b799befd-0775-4291-8141-4bcf15a8eb52.jpg
onlyap513051,https://www.only-apartments.es/_/513051,-3.706304300000056,40.4285587,2017-11-30 19:56:38.186000,2018-04-14 19:34:44.890000,onlyap513051,Apartamento,,10,2,5,,Apartamento Apartamento 5 Dormitorios (10 pax) Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/51/30/51/513051-5669912c-6e5f-4d60-ab22-108f7203daa0.jpg
onlyap516604,https://www.only-apartments.es/_/516604,-3.706304300000056,40.4285587,2017-11-30 19:56:38.186000,2018-04-15 01:36:19.349000,onlyap516604,Apartamento,,2,200,1,,Apartamento Estudio Doble Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/4/66/51/516604-14a26605-744f-4820-95f1-7cb197cda6df.jpg
onlyap516606,https://www.only-apartments.es/_/516606,-3.706304300000056,40.4285587,2017-11-30 19:56:38.186000,2018-04-15 01:39:13.076000,onlyap516606,Apartamento,,3,200,1,,Apartamento Estudio Triple Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/6/66/51/516606-b19eefd1-edcc-4d72-b267-0a2d00566470.jpg
onlyap516607,https://www.only-apartments.es/_/516607,-3.706304300000056,40.4285587,2017-11-30 19:56:38.185000,2018-04-14 16:05:01.657000,onlyap516607,Apartamento,,5,200,1,,Apartamento Apartamento 1 Dormitorio (5 pax) Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/7/66/51/516607-46267745-5544-4267-8a5a-10bdea005e7b.jpg
onlyap697423,https://www.only-apartments.es/_/697423,-3.70423019999998,40.4276257,2017-11-30 19:56:38.185000,2018-01-04 15:15:44.230000,onlyap697423,Apartamento,,5,,2,,Apartamento Plaza Dos de Mayo City Center Madrid,https://lh3.googleusercontent.com/il2EMLLXFXmeS-0qvlM45Q4DVJ3cXy6DjgtMn8RRjB6WGEzOAjKwUmHvL1ArW_iwBie5JZF2fZ5S1Amb3zlgYGHEJ1HkD41Y4hY=s1041
onlyap749417,https://www.only-apartments.es/_/749417,-3.70494380919263,40.4276570638404,2018-03-31 17:55:09.506000,2018-04-14 18:46:48.181000,onlyap749417,Apartamento,,6,,2,,Apartamento Sweet Inn Apartment - Monteleon Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/16/6/67/20001575670616-4bc8bdb2-d6b7-4e92-a610-615f293c43cb.jpg
onlyap685891,https://www.only-apartments.es/_/685891,-3.703484,40.4266784,2017-11-30 19:56:38.185000,2018-01-04 15:15:49.775000,onlyap685891,Apartamento,,5,,1,,"Apartamento Alterhome, Plaza 2 de mayo Madrid",https://lh3.googleusercontent.com/3-NHoiJKYI4GbQXoTaJ6LSsjk4Pob8aLsJKeM4MWEuls7Y4LQENucpKQNy-61Kr5Um9wAVXY1rzdVVigpGW9M-L2J6lHEcidIY8=s1042
onlyap717499,https://www.only-apartments.es/_/717499,-3.702959689,40.425742654,2018-03-31 17:54:22.588000,2018-04-15 01:50:05.018000,onlyap717499,Apartamento,,4,,1,,Apartamento Charming San Vicente Ferrer Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/16/81/43/20001575438116-c5bd904a-96e1-4aaf-acbd-5c0f4d60155b.jpg
onlyap726814,https://www.only-apartments.es/_/726814,-3.70389,40.42316,2017-11-30 19:56:38.186000,2018-04-14 19:04:44.353000,onlyap726814,Apartamento,,6,,2,,Apartamento Vogue Gran Via Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/52/84/50/20001575508452-56179fe3-9db7-428a-b000-7d2fc00c7e48.jpg
onlyap674412,https://www.only-apartments.es/_/674412,-3.7039464,40.4238719,2018-03-31 17:54:29.301000,2018-04-15 02:25:25.915000,onlyap674412,Apartamento,,4,,1,,Apartamento The Machado II apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/69/79/22/20001575227969-88e5754b-db88-4e10-bbc4-3cff20e3510b.jpg
onlyap674534,https://www.only-apartments.es/_/674534,-3.7049675,40.4240125,2018-03-31 17:55:05.822000,2018-04-14 18:29:39.023000,onlyap674534,Apartamento,,6,,2,,Apartamento The Tribeca Duplex apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/91/80/22/20001575228091-6a2d9b0c-8ac8-4d57-aa20-3ddc44012c05.jpg
onlyap401657,https://www.only-apartments.es/_/401657,-3.70524,40.42516,2017-11-30 19:56:38.185000,2018-04-14 21:58:00.807000,onlyap401657,Apartamento,,4,2,1,,Apartamento MADRID CENTRO MALASANA PRECIOSO APARTAMENTO DISENO Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/0/45/66/20001573664500-33c5618f-9d6e-47cd-99bb-c589187f3330.jpg
onlyap528741,https://www.only-apartments.es/_/528741,-3.706581700000015,40.4253928,2017-11-30 19:56:38.186000,2018-04-15 00:19:42.692000,onlyap528741,Apartamento,,3,,1,,Apartamento 1 Dormitorio para 2-3 adultos Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/41/87/52/528741-fda081b1-c845-4e9c-b04f-bca23ab96c57.jpg
onlyap528742,https://www.only-apartments.es/_/528742,-3.706581700000015,40.4253928,2017-11-30 19:56:38.186000,2018-04-15 00:39:21.058000,onlyap528742,Apartamento,,4,,1,,Apartamento 1 Dormitorio Superior para 2-4 adultos Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/42/87/52/528742-484d711b-ca98-4808-94a7-33b9f18ad3cc.jpg
onlyap528743,https://www.only-apartments.es/_/528743,-3.706581700000015,40.4253928,2017-11-30 19:56:38.186000,2018-04-14 18:07:44.111000,onlyap528743,Apartamento,,6,,1,,Apartamento 2 Dormitorios Exterior para 1-6 adultos Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/43/87/52/528743-330610c0-66ea-43c7-adaf-f7e939f8c1ba.jpg
onlyap528745,https://www.only-apartments.es/_/528745,-3.706581700000015,40.4253928,2017-11-30 19:56:38.186000,2018-04-15 00:40:18.428000,onlyap528745,Apartamento,,4,,1,,Apartamento Estudio exterior tipo loft con litera para 4 Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/45/87/52/528745-8f3670b3-30c0-4f55-9c45-841089c8be54.jpg
onlyap528746,https://www.only-apartments.es/_/528746,-3.706581700000015,40.4253928,2017-11-30 19:56:38.185000,2018-04-15 00:23:50.139000,onlyap528746,Apartamento,,2,,1,,Apartamento Interior Bajo Studio Cama King Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/46/87/52/528746-7497ceb8-0b2a-4bd8-9918-056f8344ded7.jpg
onlyap569768,https://www.only-apartments.es/_/569768,-3.70669,40.42519,2017-11-30 19:56:38.185000,2018-04-15 02:15:31.954000,onlyap569768,Apartamento,,2,,1,,Apartamento Apartamento BACALL Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/30/29/78/20001574782930-f4a24fe1-94cf-445d-90ac-27974e1f87a9.jpg
onlyap674571,https://www.only-apartments.es/_/674571,-3.706302,40.424932,2018-03-31 17:54:22.588000,2018-04-15 01:48:48,onlyap674571,Apartamento,,4,,1,,Apartamento The Tribeca Loft apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/28/81/22/20001575228128-25e5e487-9dd1-4e0a-a8c8-417910f40027.jpg
onlyap749593,https://www.only-apartments.es/_/749593,-3.70582909999996,40.4255983,2018-03-31 17:54:26.002000,2018-04-15 01:55:58.686000,onlyap749593,Apartamento,,2,,1,,Apartamento Noviciado City Center Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/0/8/67/20001575670800-ebac68fb-8d63-40d7-ac14-5d35bce3760b.jpg
onlyap711995,https://www.only-apartments.es/_/711995,-3.70845680000002,40.427254,2018-03-31 17:54:22.588000,2018-04-15 01:48:33.715000,onlyap711995,Apartamento,,3,,1,,Apartamento Plaza de las Comendadoras City Center Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/61/77/42/20001575427761-e10d23df-7a11-45f8-9119-51d22c65a66b.jpg
onlyap749547,https://www.only-apartments.es/_/749547,-3.7084905,40.4249366,2018-03-31 17:54:22.586000,2018-04-15 01:42:30.350000,onlyap749547,Apartamento,,2,,1,,Apartamento Sweet Inn Apartments - Tesoro Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/47/7/67/20001575670747-1c77452c-8607-4937-ae8c-e3e6ee1654d2.jpg
onlyap509378,https://www.only-apartments.es/_/509378,-3.7085,40.42311,2017-11-30 19:56:38.185000,2018-04-15 02:12:34.718000,onlyap509378,Apartamento,,4,4,1,,Apartamento GRAN VIA- MOSTENSES Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/74/39/66/20001573663974-28fc7867-b231-4973-a7f6-e5d109f6f4ef.jpg
onlyap403002,https://www.only-apartments.es/_/403002,-3.708514799999989,40.42311480000001,2017-11-30 19:56:38.186000,2018-01-04 15:26:59.379000,onlyap403002,Estudio,,4,5,2,,Apartamento STUDIO-PALMS Madrid,https://lh3.googleusercontent.com/JFblGQHYd9Bd7spD4sQpc9RwOyets_r9a_u_twbQ0lTnDQ0jn2e_DMfgO7KEzTgSDqRmLSc4ULipx4Fblg_JeqfVpABJAtDItFEs=s926
onlyap402211,https://www.only-apartments.es/_/402211,-3.708948200000009,40.4235542,2017-11-30 19:56:38.185000,2018-01-04 15:17:18.309000,onlyap402211,Apartamento,,6,7,1,,Apartamento ATRIUM Madrid,https://lh3.googleusercontent.com/uSpbtycp7_kEyuiEN1WMQtqjQj-9jXu5FcA-A4TLT3zfNG2aRgQlZwTQJIrGB96EK3UikRuP4FtitsnXQAI0ZWqcHgOz2c47SF0U=s1044
onlyap402574,https://www.only-apartments.es/_/402574,-3.708948200000009,40.4235542,2017-11-30 19:56:38.185000,2018-01-04 15:17:45.201000,onlyap402574,Estudio,,4,1,2,,Apartamento STUDIO.RIVERS Madrid,https://lh3.googleusercontent.com/EaoI_jLPTQpJpw_SCOaTPCgAvYQ7m82UkZhl2AZvToFie-dp8eshNq1m_SVbx4fkBljrtNahp7csPaOq95yaI4S4lUMCW1765g=s926
onlyap401764,https://www.only-apartments.es/_/401764,-3.70894,40.42355,2017-11-30 19:56:38.186000,2018-01-04 15:26:32.374000,onlyap401764,Apartamento,,6,19,1,,Apartamento STANZA APARTMENT Madrid,https://lh3.googleusercontent.com/LvhVsPGfLgkoMa5Z1tH4fdShaVYU1Xc6MLX2LXOBjPWOp-fpJFrBPCzH7gtO-g30HYo_JFRaKKsXy49Hvnhp-fG2wOFyR3SVTL4=s990
onlyap401520,https://www.only-apartments.es/_/401520,-3.7087225,40.4235347,2017-11-30 19:56:38.186000,2018-04-15 02:49:59.530000,onlyap401520,Apartamento,,4,3,1,,Apartamento Gran Via Grilo Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/56/39/66/20001573663956-13c9613a-4d15-4b9f-a0ec-e3db1d63ab6d.jpg
onlyap674526,https://www.only-apartments.es/_/674526,-3.7096238136291504,40.424874200192825,2018-03-31 17:54:22.585000,2018-04-15 01:41:44.626000,onlyap674526,Apartamento,,4,,1,,Apartamento The Mistral apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/83/80/22/20001575228083-b9c435fa-3478-4857-9e4a-e55722105766.jpg
onlyap649656,https://www.only-apartments.es/_/649656,-3.7123262,40.4243696,2017-11-30 19:56:38.186000,2018-04-15 01:47:25.518000,onlyap649656,Apartamento,,4,,1,,Apartamento Torre de Madrid Boutique - MADFlats Collection Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/81/82/5/20001575058281-385c09a8-fbba-4e37-9fcd-f37dfd772020.jpg
onlyap649658,https://www.only-apartments.es/_/649658,-3.7123262,40.4243696,2017-11-30 19:56:38.186000,2018-04-15 01:39:47.037000,onlyap649658,Apartamento,,4,,1,,Apartamento Torre de Madrid Executive - MADFlats Collection Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/10/83/5/20001575058310-bfef3636-c4b8-4870-8ace-8b83156fd770.jpg
onlyap649662,https://www.only-apartments.es/_/649662,-3.7123262,40.4243696,2017-11-30 19:56:38.185000,2018-04-15 01:50:11.210000,onlyap649662,Apartamento,,3,,1,,Apartamento Torre de Madrid Plaza - MADFlats Collection Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/72/82/5/20001575058272-6785bc3a-9751-4238-b5e5-0c2be2a2ce0d.jpg
onlyap674366,https://www.only-apartments.es/_/674366,-3.7119152,40.4256814,2018-03-31 17:54:22.587000,2018-04-15 01:47:17.554000,onlyap674366,Apartamento,,4,,2,,Apartamento The Princesa Apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/22/79/22/20001575227922-bcbfd06c-9c02-4ac7-9b20-50957c16bf10.jpg
onlyap674310,https://www.only-apartments.es/_/674310,-3.710513,40.431882,2018-03-31 17:54:43.978000,2018-04-15 03:43:03.161000,onlyap674310,Apartamento,,5,,2,,Apartamento The Galileo II apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/67/78/22/20001575227867-2b9b462d-4804-4ee7-93d6-4f2417d3335d.jpg
onlyap674396,https://www.only-apartments.es/_/674396,-3.713913,40.432023,2018-03-31 17:54:43.980000,2018-04-15 03:51:11.297000,onlyap674396,Apartamento,,5,,3,,Apartamento The Chamberi III apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/53/79/22/20001575227953-cf5baddf-a5c4-4896-a529-8566cd1b3fc8.jpg
onlyap752463,https://www.only-apartments.es/_/752463,-3.7216417,40.430439,2018-03-31 17:55:14.200000,2018-04-14 19:29:14.758000,onlyap752463,Apartamento,,7,,3,,Apartamento Charming Ferraz Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/37/25/70/20001575702537-bf073ef7-0100-444f-98a9-6814184f895f.jpg
onlyap674605,https://www.only-apartments.es/_/674605,-3.716317,40.425322,2018-03-31 17:54:22.582000,2018-04-15 01:30:24.201000,onlyap674605,Apartamento,,4,,2,,Apartamento The Rosales Terrace apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/71/81/22/20001575228171-1d18303d-ada9-41fe-920a-dfffa7ab63aa.jpg
onlyap674400,https://www.only-apartments.es/_/674400,-3.7145024,40.4262662,2018-03-31 17:55:27.545000,2018-04-14 20:48:53.807000,onlyap674400,Apartamento,,8,,3,,Apartamento The Rosales II apartment in Madrid Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/57/79/22/20001575227957-6bc6ac51-9645-490c-87e5-d5d112d4eeb0.jpg
onlyap724967,https://www.only-apartments.es/_/724967,-3.7152949,40.4263124,2018-03-31 17:54:26.002000,2018-04-15 01:57:24.084000,onlyap724967,Apartamento,,4,,1,,Apartamento Ventura Rodriguez City Center Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/7/6/50/20001575500607-2a70d74e-5ebb-496a-8fc9-ca376eb276b3.jpg
onlyap697354,https://www.only-apartments.es/_/697354,-3.71315830000003,40.4250559,2017-11-30 19:56:38.185000,2018-04-15 01:44:36.770000,onlyap697354,Apartamento,,4,,2,,Apartamento Palacio de Liria City Center Madrid,https://images.cerbium.cloud/migoa/tr:n-big/pictures/16/36/35/20001575353616-723127e9-a486-49ce-92b4-8a3fc838fa7a.jpg
